AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11704,1482096,01/01/2020,03/31/2022,Nursing Home,ROSEWOOD HEALTHCARE AND REHABILITATION CENTER,3107 NORTH H STREET,,PENSACOLA,FL,32501-1043,Escambia,(850) 435-8400,3107 NORTH H STREET,,PENSACOLA,FL,32501-1043,Escambia,LICENSED,FL HUD ROSEWOOD  LLC,01/01/2010,JOSEPH RANDOLPH,155,For-Profit,
62801,12290951,02/01/2020,02/28/2022,Nursing Home,ROYAL CARE OF AVON PARK,1213 W STRATFORD RD,,AVON PARK,FL,33825,Highlands,(863) 453-6674,1213 W STRATFORD RD,,AVON PARK,FL,33825,Highlands,LICENSED,AVON PARK ROYAL HOLDINGS  LLC,12/01/2007,PAMELA A MATHEIS,90,For-Profit,rcavonpark.net
55108,14840962,10/01/2019,12/29/2021,Nursing Home,ROYAL OAK NURSING CENTER,37300 ROYAL OAK LANE,,DADE CITY,FL,33525,Pasco,(352) 567-3122,37300 ROYAL OAK LANE,,DADE CITY,FL,33525,Pasco,LICENSED,ROYAL OAK NURSING CENTER  LLC,05/02/2001,JACOB MITCHELL,120,Not-For-Profit,
70515,14650962,10/01/2019,12/29/2021,Nursing Home,ROYAL OAKS NURSING AND REHAB CENTER,2225 KNOX MCRAE DR,,TITUSVILLE,FL,32780,Brevard,(321) 267-0060,2225 KNOX MCRAE DR,,TITUSVILLE,FL,32780,Brevard,LICENSED,SOVEREIGN HEALTHCARE OF TITUSVILLE  LLC,10/01/2003,ERIC R MCKINNEY,120,For-Profit,www.royaloaksrehab.com
95030,1483096,12/04/2018,03/03/2021,Nursing Home,ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER,600 BUSINESS PARK WAY,,ROYAL PALM BEACH,FL,33411-1747,Palm Beach,(561) 798-3700,600 BUSINESS PARK WAY,,ROYAL PALM BEACH,FL,33411-1747,Palm Beach,LICENSED,SF ROYAL MANOR  LLC,12/04/2008,DIEUDEGRACE ACHILLE,120,For-Profit,
33501,11450961,01/01/2020,07/29/2021,Nursing Home,RULEME CENTER,2810 RULEME ST,,EUSTIS,FL,32726,Lake,(352) 357-1990,2810 RULEME ST,,EUSTIS,FL,32726,Lake,LICENSED,RULEME CENTER  LLC,05/01/2003,CHAD HURTA,138,For-Profit,www.opisrulemecenter.com
55266,1487096,12/01/2019,02/28/2022,Nursing Home,SABAL PALMS HEALTH CARE CENTER,499 ALTERNATE KEENE RD NE,,LARGO,FL,33771,Pinellas,(727) 586-4211,499 ALTERNATE KEENE RD NE,,LARGO,FL,33771,Pinellas,LICENSED,MEDINVEST COMPANY LIMITED PARTNERSHIP,04/01/1991,MARK L MOYER,244,For-Profit,www.sabalhcc.com
94302,14880961,12/04/2018,03/03/2021,Nursing Home,SALERNO BAY HEALTH AND REHABILITATION CENTER,4801 SE COVE RD,,STUART,FL,34997-1602,Martin,(772) 286-9440,4801 SE COVE RD,,STUART,FL,34997-1602,Martin,LICENSED,SF SALERNO  LLC,12/04/2008,CIERRA J JONES,120,For-Profit,
45505,1489096,09/01/2019,11/29/2021,Nursing Home,SAMANTHA WILSON CARE CENTER,161 MARINE ST,,ST AUGUSTINE,FL,32084-5154,St. Johns,(904) 829-3475,PO BOX 1379,,ST AUGUSTINE,FL,32085-1379,St. Johns,LICENSED,ST JOHNS COUNTY WELFARE FEDERATION,09/01/1990,LARRY B LAKE,120,Not-For-Profit,www.bay-view.org
41604,1047096,02/01/2020,05/01/2022,Nursing Home,SAN JOSE HEALTH AND REHABILITATION CENTER,9355 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,(904) 739-0877,9355 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,LICENSED,9355 SAN JOSE BOULEVARD OPERATIONS LLC,02/01/2012,SHONDA TAYLOR,120,For-Profit,www.consulatehealthcare.com
46403,1093096,04/01/2019,06/29/2021,Nursing Home,SANDALWOOD REHABILITATION AND NURSING CENTER,1001 S BEACH STREET,,DAYTONA BEACH,FL,32114,Volusia,(386) 258-3334,1001 S BEACH STREET,,DAYTONA BEACH,FL,32114,Volusia,LICENSED,SANDALWOOD OPERATING LLC,04/01/2017,R BRUCE MCCORKLE,99,For-Profit,www.SandalwoodDaytona.com
95603,11600961,06/27/2018,09/24/2020,Nursing Home,SANDGATE GARDENS REHAB AND NURSING CENTER,703 S 29TH ST,,FORT PIERCE,FL,34947,St. Lucie,(772) 466-3322,703 S 29TH ST,,FORT PIERCE,FL,34947,St. Lucie,LICENSED,LAUREL POINT CARE ACQUISITION  LLC,06/27/2018,DONNA WILDES,107,For-Profit,
111312,1507096,05/01/2020,04/30/2022,Nursing Home,SANDS AT SOUTH BEACH CARE CENTER  THE,42 COLLINS AVENUE,,MIAMI BEACH,FL,33139,Miami-Dade,(305) 672-1771,42 COLLINS AVENUE,,MIAMI BEACH,FL,33139,Miami-Dade,LICENSED,THE SANDS AT SOUTH BEACH FACILITY INC,05/01/2018,CHAIM BURSZTYN,230,Not-For-Profit,citadelcarecenters.com
15703,1490096,03/09/2020,03/08/2022,Nursing Home,SANDY RIDGE CENTER FOR REHABILITATION AND HEALING,5360 GLOVER LANE,,MILTON,FL,32570,Santa Rosa,(850) 626-9225,5360 GLOVER LANE,,MILTON,FL,32570,Santa Rosa,LICENSED,SANDY RIDGE SNF OPERATIONS LLC,03/09/2020,ASHLEY HODGE,60,For-Profit,www.sandyridgehealthandrehab.com
15702,1491096,03/09/2020,03/08/2022,Nursing Home,SANTA ROSA CENTER FOR REHABILITATION AND HEALING,5386 BROAD ST,,MILTON,FL,32570-2235,Santa Rosa,(850) 623-4661,5386 BROAD ST,,MILTON,FL,32570-2235,Santa Rosa,CONDITIONAL,SANTA ROSA SNF OPERATIONS LLC,03/09/2020,MELODY HINES,110,For-Profit,www.srhrc.com
85803,11350961,07/01/2019,09/28/2021,Nursing Home,SARASOTA HEALTH AND REHABILITATION CENTER,1524 EAST AVENUE SOUTH,,SARASOTA,FL,34239,Sarasota,(941) 365-2422,1524 EAST AVENUE SOUTH,,SARASOTA,FL,34239,Sarasota,LICENSED,FI - WALDEMERE  LLC,07/01/2003,CINDY OLIVERI,169,Not-For-Profit,sarasotahealthandrehab.com
85818,12310961,01/01/2020,03/31/2022,Nursing Home,SARASOTA MEMORIAL NURSING AND REHABILITATION CENTER,5640 RAND BLVD,,SARASOTA,FL,34238,Sarasota,(941) 917-4950,5640 RAND BLVD,,SARASOTA,FL,34238,Sarasota,LICENSED,SARASOTA COUNTY PUBLIC HOSPITAL DISTRICT,01/01/2003,MICHAEL ALLEN,120,Not-For-Profit,www.smh.com
35961011,130471036,03/26/2019,06/30/2021,Nursing Home,SARASOTA POINT REHABILITATION CENTER,2600 COURTLAND STREET,,SARASOTA,FL,34237,Sarasota,(941) 331-4362,2600 COURTLAND STREET,,SARASOTA,FL,34237,Sarasota,LICENSED,SARASOTA BAY REHABILITATION CENTER LLC,04/02/2013,LATONYA NUNN JENKINS,120,For-Profit,www.sarasotapointrehab.com
74827,1635096,01/01/2020,03/31/2022,Nursing Home,SAVANNAH COVE,1301 W MAITLAND BLVD,,MAITLAND,FL,32751,Orange,(407) 645-3990,4611 JOHNSON RD,UNIT 1,COCONUT CREEK,FL,33073-4361,Broward,LICENSED,SENIOR LIVING PROPERTIES VI LLC,01/01/2006,DYLAN BARR,39,For-Profit,www.savannahcourtmaitland.com
95045,16290951,01/01/2020,03/31/2022,Nursing Home,SAVANNAH COVE OF THE PALM BEACHES,2090 N CONGRESS AVE,,WEST PALM BEACH,FL,33401,Palm Beach,(561) 686-5100,4611 JOHNSON RD,UNIT 1,COCONUT CREEK,FL,33073-4361,Broward,LICENSED,SENIOR LIVING PROPERTIES V  LLC,01/01/2006,NASHIKA JACKSON OGILVIE,30,For-Profit,www.savannahcourtpalmbeaches.com
35961078,130471065,09/20/2018,12/18/2020,Nursing Home,SCOTT LAKE HEALTH AND REHABILITATION CENTER,800 E COUNTY RD 540A,,LAKELAND,FL,33813,Polk,(863) 500-4015,800 E COUNTY RD 540A,,LAKELAND,FL,33813,Polk,LICENSED,LAKELAND SNF INVESTORS  LLC,09/20/2018,MELISSA NIEVES,120,For-Profit,
93104,1573096,10/01/2018,09/24/2020,Nursing Home,SEA BREEZE REHAB AND NURSING CENTER,3663 15TH AVE,,VERO BEACH,FL,32960,Indian River,(772) 567-2552,3663 15TH AVE,,VERO BEACH,FL,32960,Indian River,LICENSED,Atlantic Care Acquisition  LLC,06/27/2018,LORDINS GEFFRARD,110,For-Profit,
46409,1148096,12/04/2018,03/03/2021,Nursing Home,SEASIDE HEALTH AND REHABILITATION CENTER,324 WILDER BLVD,,DAYTONA BEACH,FL,32114,Volusia,(386) 252-2600,324 WILDER BLVD,,DAYTONA BEACH,FL,32114,Volusia,LICENSED,NF MANOR  LLC,12/04/2008,KEVIN MCDONNELL,192,For-Profit,
100618,1441096,02/01/2020,05/01/2022,Nursing Home,SEAVIEW NURSING AND REHABILITATION CENTER,2401 NE 2ND STREET,,POMPANO BEACH,FL,33062,Broward,(954) 943-5100,2401 NE 2ND STREET,,POMPANO BEACH,FL,33062,Broward,LICENSED,2401 NE 2ND STREET OPERATIONS LLC,02/01/2012,HEMWATTIE BAIJNATH,83,For-Profit,www.consulatehealthcare.com
55243,14960961,08/29/2018,11/26/2020,Nursing Home,SEMINOLE PAVILION HEALTH CENTER,10800 TEMPLE TERRACE,,SEMINOLE,FL,33772,Pinellas,(727) 398-0166,10800 TEMPLE TERRACE,,SEMINOLE,FL,33772,Pinellas,LICENSED,CCRC OPCO FREEDOM SQUARE LLC,08/29/2014,CYNTHIA AYALA,120,For-Profit,https://freedomsquarefl.com/
23701,1073096,05/25/2019,02/28/2021,Nursing Home,SEVEN HILLS HEALTH & REHABILITATION CENTER,3333 CAPITAL MEDICAL BLVD,,TALLAHASSEE,FL,32308,Leon,(850) 877-4115,3333 CAPITAL MEDICAL BLVD,,TALLAHASSEE,FL,32308,Leon,LICENSED,CHC INVESTORS LLC,12/01/2010,PAUL E. KOVARY,156,For-Profit,www.sevenhillshealthandrehab.com
83615,1498095,12/01/2019,02/28/2022,Nursing Home,SHELL POINT NURSING PAVILION,15071 SHELL POINT BLVD,,FORT MYERS,FL,33908,Lee,(239) 466-1111,15071 SHELL POINT BLVD,,FORT MYERS,FL,33908,Lee,LICENSED,THE CHRISTIAN AND MISSIONARY ALLIANCE FOUNDATION  INC.,08/29/1996,RACHEL M. ZELLERS,219,Not-For-Profit,www.shellpoint.org
35960948,130471012,02/01/2020,05/01/2022,Nursing Home,SHOAL CREEK REHABILITATION CENTER,500 HOSPITAL DRIVE,,CRESTVIEW,FL,32539,Okaloosa,(850) 689-3146,500 HOSPITAL DRIVE,,CRESTVIEW,FL,32539,Okaloosa,LICENSED,500 SOUTH HOSPITAL DRIVE OPERATIONS LLC,02/01/2012,HUBERT PAUL,120,For-Profit,www.consulatehealthcare.com
55244,1499095,07/01/2019,09/28/2021,Nursing Home,SHORE ACRES CARE CENTER,4500 INDIANAPOLIS ST NE,,SAINT PETERSBURG,FL,33703,Pinellas,(727) 527-5801,4500 INDIANAPOLIS ST NE,,SAINT PETERSBURG,FL,33703,Pinellas,LICENSED,SHORE FACILITY INC,07/01/2015,TRACY JOHNSON,109,For-Profit,http://www.shoreacrescc.com/
83605,1159096,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE AT COLLEGE PARK,13755 GOLF CLUB PKWY,,FORT MYERS,FL,33919,Lee,(239) 482-2848,13755 GOLF CLUB PKWY,,FORT MYERS,FL,33919,Lee,LICENSED,LP FORT MYERS  LLC,11/01/2007,JIMMY GRIMES,107,For-Profit,https://www.ltcrevolution.com/
35960891,130470975,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE AT THE COURTYARD,2600 FOREST GLEN TRAIL,,MARIANNA,FL,32446,Jackson,(850) 526-2000,2600 FOREST GLEN TRAIL,,MARIANNA,FL,32446,Jackson,LICENSED,LP MARIANNA  LLC,11/01/2007,BRAD H NOBLES,120,For-Profit,http://shcatthecourtyard.com/
111341,1586096,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE CENTER OF WATERFORD,8333 W OKEECHOBEE ROAD,,HIALEAH GARDENS,FL,33016,Miami-Dade,(305) 556-9900,8333 W. OKEECHOBEE ROAD,,HIALEAH GARDENS,FL,33016,Miami-Dade,LICENSED,LP HIALEAH GARDENS  LLC,11/01/2007,CARMEN J TELOT,214,For-Profit,https://www.ltcrevolution.com/
111342,1064096,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS,1990 S CANAL DRIVE,,HOMESTEAD,FL,33035,Miami-Dade,(305) 246-1200,1990 S CANAL DRIVE,,HOMESTEAD,FL,33035,Miami-Dade,LICENSED,LP HOMESTEAD  LLC,11/01/2007,LUCIENNE REESE,180,For-Profit,https://www.ltcrevolution.com/
30102,1170096,05/07/2020,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE OF GAINESVILLE,4000 SW 20TH AVE,,GAINESVILLE,FL,32607,Alachua,(352) 377-1981,4000 SW 20TH AVE,,GAINESVILLE,FL,32607,Alachua,LICENSED,LP GAINESVILLE  LLC,11/01/2007,EDELINE JOSEPH,120,For-Profit,https://www.ltcrevolution.com/
41606,10800961,04/01/2020,06/29/2022,Nursing Home,SIGNATURE HEALTHCARE OF JACKSONVILLE,2061 HYDE PARK RD,,JACKSONVILLE,FL,32210,Duval,(904) 786-7331,2061 HYDE PARK RD,,JACKSONVILLE,FL,32210,Duval,LICENSED,LP JACKSONVILLE LLC,04/01/2010,JOHN DEVAUL,180,For-Profit,http://www.ltcrevolution.com/
23201,1253096,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE OF NORTH FLORIDA,1083 SANDERS AVENUE,,GRACEVILLE,FL,32440,Jackson,(850) 263-4447,1083 SANDERS AVENUE,,GRACEVILLE,FL,32440,Jackson,LICENSED,LP GRACEVILLE  LLC,11/01/2007,JENNIFER PETERSON,180,For-Profit,http://shcofnorthflorida.com/
41003,13900961,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE OF ORANGE PARK,2029 PROFESSIONAL CENTER DR,,ORANGE PARK,FL,32073,Clay,(904) 272-6194,2029 PROFESSIONAL CENTER DR,,ORANGE PARK,FL,32073,Clay,LICENSED,LP ORANGE PARK  LLC,11/01/2007,STEPHANIE A ROSENBERG,105,For-Profit,https://www.ltcrevolution.com/
46415,1397096,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE OF ORMOND,103 NORTH CLYDE MORRIS BLVD,,ORMOND BEACH,FL,32174,Volusia,(386) 673-0450,103 NORTH CLYDE MORRIS BLVD,,ORMOND BEACH,FL,32174,Volusia,LICENSED,LP ORMOND BEACH  LLC,11/01/2007,AIMEE MORRISSETTE,60,For-Profit,https://www.ltcrevolution.com/
95031,1544096,06/01/2018,08/29/2020,Nursing Home,SIGNATURE HEALTHCARE OF PALM BEACH,4405 LAKEWOOD ROAD,,LAKE WORTH,FL,33461,Palm Beach,(561) 969-1400,4405 LAKEWOOD ROAD,,LAKE WORTH,FL,33461,Palm Beach,LICENSED,LP LAKE WORTH  LLC,06/01/2008,HAURE MARIE SIMEUS,120,For-Profit,http://www.ltcrevolution.com/
80804,14510962,11/01/2019,01/29/2022,Nursing Home,SIGNATURE HEALTHCARE OF PORT CHARLOTTE,4033 BEAVER LANE,,PORT CHARLOTTE,FL,33952,Charlotte,(941) 625-3200,4033 BEAVER LANE,,PORT CHARLOTTE,FL,33952,Charlotte,LICENSED,LP PORT CHARLOTTE  LLC,11/01/2007,ALEC WEITZEL,164,For-Profit,https://www.ltcrevolution.com/
14607,1501096,01/01/2020,03/31/2022,Nursing Home,SILVERCREST HEALTH AND REHABILITATION CENTER,910 BROOKMEADE DRIVE,,CRESTVIEW,FL,32539,Okaloosa,(850) 682-1903,910 BROOKMEADE DRIVE,,CRESTVIEW,FL,32539,Okaloosa,LICENSED,FL HUD SILVERCREST  LLC,01/01/2010,AARON MARTIN,60,For-Profit,
111350,15190961,06/07/2019,09/04/2021,Nursing Home,SINAI PLAZA NURSING AND REHAB CENTER,201 NE 112TH STREET,,MIAMI,FL,33161,Miami-Dade,(305) 899-4700,1800 NE 168TH ST,STE 200,N MIAMI BEACH,FL,33162-3023,Miami-Dade,LICENSED,HEBREW HOME SINAI  INC. ,06/05/2003,TONY OSPINA,150,Not-For-Profit,www.sinaiplaza.org
55112,1362096,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE BAYONET POINT,7210 BEACON WOODS DR,,HUDSON,FL,34667-1974,Pasco,(727) 863-1521,7210 BEACON WOODS DR,,HUDSON,FL,34667-1974,Pasco,LICENSED,SOLARIS HEALTHCARE BAYONET POINT LLC,01/01/2016,DAVID W. CROSS,180,Not-For-Profit,solarishealthcare.org
80808,16190961,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE CHARLOTTE HARBOR,4000 KINGS HWY,,PORT CHARLOTTE,FL,33980,Charlotte,(941) 255-5855,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE CHARLOTTE HARBOR LLC,01/01/2016,FRANK S. WEYER  JR.,180,Not-For-Profit,solarishealthcare.org
35960920,130470979,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE COCONUT CREEK,4125 WEST SAMPLE RD,,COCONUT CREEK,FL,33073,Broward,(954) 968-8333,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE COCONUT CREEK LLC,01/01/2016,SHAIRE DAVIS,120,Not-For-Profit,solarishealthcare.org
46430,1645096,01/01/2020,12/31/2021,Nursing Home,SOLARIS HEALTHCARE DAYTONA,550 NATIONAL HEALTHCARE DRIVE,,DAYTONA BEACH,FL,32114,Volusia,(386) 257-6362,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE DAYTONA LLC,01/01/2016,ROSS BAIRD,73,Not-For-Profit,solarishealthcare.org
81105,14710961,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE IMPERIAL,900 IMPERIAL GOLF COURSE BLVD,,NAPLES,FL,34110,Collier,(239) 591-4800,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE IMPERIAL LLC,01/01/2016,JAMIE WEIS JONES,113,Not-For-Profit,solarishealthcare.org
35960897,130470966,09/29/2020,09/28/2022,Nursing Home,SOLARIS HEALTHCARE LAKE BENNET,1091 KELTON AVE,,OCOEE,FL,34761,Orange,(407) 523-0300,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE LAKE BENNET  LLC,07/01/2018,ADRIA MUSSARI,120,Not-For-Profit,SolarisHealthCare.org
31202,1417096,04/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE LAKE CITY,560 SW MCFARLANE AVE,,LAKE CITY,FL,32025,Columbia,(386) 758-4777,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE LAKE CITY LLC,01/01/2016,PATRICIA NEWTON DELRIO,120,Not-For-Profit,solarishealthcare.org
70514,1365096,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE MERRITT ISLAND,500 CROCKETT BLVD,,MERRITT ISLAND,FL,32953,Brevard,(321) 454-4035,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE MERRITT ISLAND LLC,01/01/2016,SHAWN P. CORLEY,180,Not-For-Profit,solarishealthcare.org
74906,1398096,01/01/2019,03/31/2021,Nursing Home,SOLARIS HEALTHCARE OSCEOLA,4201 NOLTE RD,,SAINT CLOUD,FL,34772-7158,Osceola,(407) 957-3341,4201 NOLTE RD,,SAINT CLOUD,FL,34772-7158,Osceola,LICENSED,SOLARIS HEALTHCARE OSCEOLA LLC,01/01/2017,CHARLENE BEDOR,120,Not-For-Profit,SolarisHealthCare.org
35403,1402096,09/29/2020,09/28/2022,Nursing Home,SOLARIS HEALTHCARE PALATKA,110 KAY LARKIN DR,,PALATKA,FL,32177,Putnam,(386) 325-0173,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE PALATKA  LLC,07/01/2018,GREG HOVEY,180,Not-For-Profit,SolarisHealthcare.org
94304,1361096,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE PARKWAY,800 SE CENTRAL PKWY,,STUART,FL,34994,Martin,(772) 287-9912,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE PARKWAY LLC,01/01/2016,LINDA WINTERS,177,Not-For-Profit,solarishealthcare.org
11708,14130961,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE PENSACOLA,8475 UNIVERSITY PARKWAY,,PENSACOLA,FL,32514,Escambia,(850) 474-1252,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE PENSACOLA LLC,01/01/2016,RANDALL MCCLELLAN,180,Not-For-Profit,solarishealthcare.org
62911,1445096,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE PLANT CITY,701 N WILDER RD,,PLANT CITY,FL,33566-7547,Hillsborough,(813) 752-3611,701 N WILDER RD,,PLANT CITY,FL,33566-7547,Hillsborough,LICENSED,SOLARIS HEALTHCARE PLANT CITY LLC,01/01/2016,AMY R SAAYMAN,180,Not-For-Profit,solarishealthcare.org
35960888,130470967,01/01/2020,03/31/2022,Nursing Home,SOLARIS HEALTHCARE WINDERMERE,4875 CASON COVE DRIVE,,ORLANDO,FL,32811,Orange,(407) 420-2090,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE WINDERMERE LLC,01/01/2016,BOBBY PATE,120,Not-For-Profit,solarishealthcare.org
81106,10210962,01/01/2020,03/31/2022,Nursing Home,SOLARIS SENIOR LIVING NORTH NAPLES,10949 PARNU STREET,,NAPLES,FL,34109,Collier,(239) 592-5501,PO BOX 110881,,NAPLES,FL,34108-0115,Collier,LICENSED,SOLARIS HEALTHCARE NORTH NAPLES LLC,01/01/2016,JENNIFER LYNN IAVARONE,60,Not-For-Profit,solarishealthcare.org
33505,12910961,07/01/2019,09/28/2021,Nursing Home,SOUTH CAMPUS CARE CENTER,715 E DIXIE AVE,,LEESBURG,FL,34748,Lake,(352) 326-7999,715 E DIXIE AVE,,LEESBURG,FL,34748,Lake,LICENSED,SOUTH CAMPUS FACILITY INC,07/01/2015,LISENA MATHURIN,120,For-Profit,www.Southcampuscc.com
111313,1180096,10/07/2019,01/04/2022,Nursing Home,SOUTH DADE NURSING AND REHABILITATION CENTER,17475 S DIXIE HWY,,MIAMI,FL,33157,Miami-Dade,(305) 255-1045,17475 S DIXIE HWY,,MIAMI,FL,33157,Miami-Dade,LICENSED,SOUTH DADE OPCO  LLC,10/07/2019,GEORGE NATALIO FERNANDEZ,180,For-Profit,
55245,15030961,01/01/2020,03/31/2022,Nursing Home,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,718 LAKEVIEW AVE S,,SAINT PETERSBURG,FL,33705,Pinellas,(727) 894-5125,718 LAKEVIEW AVE S,,SAINT PETERSBURG,FL,33705,Pinellas,LICENSED,SENIOR HEALTH SOUTH HERITAGE  LLC,01/01/2001,REBECCA CLAIRE ROWELL,74,Not-For-Profit,www.southernheritagehealthandrehab.com
11706,1556096,07/01/2019,09/28/2021,Nursing Home,SOUTHERN OAKS CARE CENTER,600 W GREGORY ST,,PENSACOLA,FL,32502-4744,Escambia,(850) 434-8071,600 W GREGORY ST,,PENSACOLA,FL,32502-4744,Escambia,LICENSED,SOUTHERN OAKS FACILITY INC,07/01/2015,LOIS PETTY,210,For-Profit,http://www.southernoaks-cc.com
55109,15060961,03/06/2020,06/29/2022,Nursing Home,SOUTHERN PINES HEALTHCARE CENTER,6140 CONGRESS ST,,NEW PORT RICHEY,FL,34653,Pasco,(727) 842-8402,6140 CONGRESS ST,,NEW PORT RICHEY,FL,34653,Pasco,LICENSED,LP NEW PORT RICHEY LLC,04/01/2010,MICHAEL JAMES KEYES-BOWMAN,120,For-Profit,http://www.ltcrevolution.com/
11709,13270961,01/01/2020,03/31/2022,Nursing Home,SPECIALTY HEALTH AND REHABILITATION CENTER,6984 PINE FOREST ROAD,,PENSACOLA,FL,32526,Escambia,(850) 944-9997,6984 PINE FOREST ROAD,,PENSACOLA,FL,32526,Escambia,LICENSED,FL HUD PENSACOLA  LLC,01/01/2010,RENEE KEIEK,120,For-Profit,
35960907,130470973,02/01/2020,05/01/2022,Nursing Home,SPRING HILL HEALTH AND REHABILITATION CENTER,12170 CORTEZ BLVD,,BROOKSVILLE,FL,34613-5578,Hernando,(352) 597-5100,12170 CORTEZ BLVD,,BROOKSVILLE,FL,34613-5578,Hernando,LICENSED,12170 CORTEZ BOULEVARD OPERATIONS LLC,02/01/2012,DEREK G WEBSTER,120,For-Profit,www.consulatehealthcare.com
65316,15110961,12/01/2019,02/28/2022,Nursing Home,SPRING LAKE REHABILITATION CENTER,1540 6TH ST NW,,WINTER HAVEN,FL,33881,Polk,(863) 294-3055,1540 6TH ST NW,,WINTER HAVEN,FL,33881,Polk,LICENSED,SPRING LAKE NC  LLC,12/01/2003,DANIEL MELTON,132,For-Profit,www.springlakerehab.com
55284,13040961,01/01/2020,03/31/2022,Nursing Home,SPRINGS AT BOCA CIEGA BAY,1255 PASADENA AVE S  SUITE C,,SOUTH PASADENA,FL,33707,Pinellas,(727) 828-3500,1255 PASADENA AVE S  SUITE C,,SOUTH PASADENA,FL,33707,Pinellas,LICENSED,BOCA CIEGA INVESTORS  LLC,01/01/2004,VICKI ACKERMAN,109,For-Profit,www.springsbcb.com
85817,1468096,01/01/2012,03/31/2022,Nursing Home,SPRINGS AT LAKE POINTE WOODS,3280 LAKE POINTE BLVD,,SARASOTA,FL,34231,Sarasota,(941) 929-2700,3280 LAKE POINTE BLVD,,SARASOTA,FL,34231,Sarasota,LICENSED,LAKE POINTE INVESTORS  LLC,01/01/2004,BRIAN PARSONS,119,For-Profit,www.thesprings.biz
100629,15120961,06/01/2019,08/29/2021,Nursing Home,SPRINGTREE REHABILITATION & HEALTH CARE CENTER,4251 SPRINGTREE DRIVE,,SUNRISE,FL,33351-6119,Broward,(954) 572-4251,4251 SPRINGTREE DRIVE,,SUNRISE,FL,33351-6119,Broward,LICENSED,SPRINGTREE REHABILITATION & HEALTH CARE CENTER LLC,06/01/2000,VERONICA LOGAN,110,For-Profit,www.springtreerehab.com
85813,15130962,11/01/2018,01/29/2021,Nursing Home,SPRINGWOOD CENTER,4602 NORTHGATE COURT,,SARASOTA,FL,34234,Sarasota,(941) 355-2913,4602 NORTHGATE COURT,,SARASOTA,FL,34234,Sarasota,LICENSED,4602 NORTHGATE COURT  LLC,11/01/2001,LAURA BEARD,120,For-Profit,www.GenesisHealthcare
20304,1366095,11/01/2019,01/29/2022,Nursing Home,ST ANDREWS BAY SKILLED NURSING AND REHABILITATION CENTER,2100 JENKS AVE,,PANAMA CITY,FL,32405,Bay,(850) 763-0446,2100 JENKS AVE,,PANAMA CITY,FL,32405,Bay,LICENSED,PINNACLE HEALTH FACILITIES XXIV  LP,11/01/2007,THERESA GAYLE SCARBOROUGH,120,For-Profit,www.standrewsbayrehab.com
